Species_ID,Status,Create_time,Modify_time,EDGE_Group,Type,EDGE_rank,Species_class,Species_order,Species_family,Scientific_name,Synonym,Common_name,ED_score,GE_score,EDGE_score,Short_summary,Summary,Other_names,Edgeometer,Possibly_extinct,Focus_species,Search_countries,Generate_countries,Aquatic_regions
1847,Publish,06/01/2011 19:55,19/01/2011 11:44,Coral reef,Other,NULL,Anthozoa,Scleractinia,Mussidae,Acanthastrea hillae,NULL,Starry cup coral,NULL,NT,NULL,An encrusting coral that has irregular shaped corallites.,NULL,NULL,NULL,N,N,"Australia, Bahrain, British Indian Ocean Territory, Cambodia, Comoros, Djibouti, Eritrea, Fiji, India, Indonesia, Iran, Iraq, Japan, Kiribati, Kuwait, Madagascar, Malaysia, Marshall Islands, Mauritius, Mayotte, Micronesia, Mozambique, Nauru, New Caledonia, Northern Mariana Islands, Oman, Pakistan, Palau, Papua New Guinea, Philippines, Qatar, Réunion, Saudi Arabia, Seychelles, Singapore, Solomon Islands, Somalia, Taiwan, Thailand, Tuvalu, United Arab Emirates, Vanuatu, Viet Nam, Wallis and Futuna, Yemen.",NULL,"Gulf of Aden, Arabian and Iranian Gulf, Indian Ocean and Pacific Ocean."
1845,Publish,30/12/2010 19:10,19/01/2011 11:52,Coral reef,EDGE,8,Anthozoa,Scleractinia,Euphyllidae,Physogyra lichtensteini,"Physogyra exerta, Plerogyra exerta, Plerogyra lichtensteini",Pearl Bubble Coral,NULL,VU,NULL,Physogyra lichtensteini is easily identified by its bubble like appearance.,NULL,"Grape coral, octobubble coral, octopus coral, pearl coral, pointed bladder coral, small bubble coral, tipped bubblegum coral.",None,N,Y,"Australia, Bahrain, British Indian Ocean Territory, China, Comoros, Djibouti, Egypt, Eritrea, Fiji, India, Indonesia, Iran, Iraq, Israel, Japan, Jordan, Kenya, Kiribati, Kuwait, Madagascar, Malaysia, Maldives, Marshall Islands, Mauritius, Mayotte, Micronesia, Mozambique, Myanmar, Nauru, New Caledonia, Northern Mariana Islands, Oman, Pakistan, Palau, Papua New Guinea, Philippines, Qatar, Réunion, Saudi Arabia, Seychelles, Singapore, Solomon Islands, Somalia, Sri Lanka, Sudan, Taiwan, Tanzania, Thailand, Tuvalu, United Arab Emirates, Vanuatu, Viet Nam, Wallis and Futuna, Yemen.",NULL,"Indian Ocean, Pacific Ocean"
1851,Publish,06/01/2011 19:57,19/01/2011 11:47,Coral reef,Other,NULL,Anthozoa,Scleractinia,Agariciidae,Coeloseris mayeri,NULL,Tombstone coral,NULL,LC,NULL,Coeloseris mayeri retracts its tissue when exposed at low tides.,NULL,NULL,NULL,N,N,"Australia, Bangladesh, British Indian Ocean Territory, Cambodia, Comoros, Fiji, India, Indonesia, Japan, Kenya, Kiribati, Madagascar, Malaysia, Maldives, Marshall Islands, Mauritius, Mayotte, Micronesia, Mozambique, Myanmar, Nauru, New Caledonia, Northern Mariana Islands, Palau, Papua New Guinea, Philippines, Réunion, Seychelles, Singapore, Solomon Islands, Somalia, South Africa, Sri Lanka, Taiwan, Tanzania, Thailand, Tuvalu, Vanuatu, Viet Nam, Wallis and Futuna.",NULL,"China Sea, Indian Ocean, Pacific Ocean"
1866,Publish,06/01/2011 20:05,19/01/2011 11:53,Coral reef,Other,NULL,Anthozoa,Scleractinia,Trachphylliidae,Trachyphyllia geoffroyi,NULL,Open Brain Coral,NULL,NT,NULL,A free living brightly coloured coral,NULL,NULL,NULL,N,N,"Australia, British Indian Ocean Territory, Cambodia, China, Comoros, Djibouti, Egypt, Eritrea, India, Indonesia, Israel, Japan, Jordan, Kenya; Madagascar, Malaysia, Maldives, Mauritius, Mayotte, Mozambique, Myanmar, New Caledonia, Papua New Guinea, Philippines, Réunion, Saudi Arabia, Seychelles, Singapore, Solomon Islands, Somalia, Sri Lanka, Sudan, Taiwan, Tanzania, Thailand, Vanuatu, Viet Nam, Yemen.",NULL,"Indian Ocean, Pacific Ocean, Red Sea."
1837,Publish,30/12/2010 19:09,19/01/2011 11:47,Coral reef,EDGE,6,Anthozoa,Scleractinia,Euphyllidae,Catalaphyllia jardinei,NULL,Elegance Coral,NULL,VU,NULL,A distinctive looking coral that has been heavily harvested for the trade in live coral.,NULL,NULL,None,N,Y,"Australia, British Indian Ocean Territory, Cambodia, China, Comoros, Djibouti, Fiji, India, Indonesia, Japan, Kenya, Madagascar, Malaysia, Maldives, Mauritius, Micronesia, Mozambique, New Caledonia, Papua New Guinea, Philippines, Réunion, Seychelles, Singapore, Solomon Islands, Somalia, Sri Lanka, Taiwan, China, Tanzania, Thailand, Vanuatu, Viet Nam, Yemen.",NULL,"Indian Ocean, Pacific Ocean"
1843,Publish,30/12/2010 19:10,19/01/2011 11:51,Coral reef,Other,NULL,Anthozoa,Scleractinia,Faviidae,Oulastrea crispata,NULL,Zebra Coral,NULL,LC,NULL,This coral has an unusual black skeleton with white septa which give Zebra coral its common name.,NULL,NULL,None,N,N,"Australia, Cambodia, China, Fiji, India, Indonesia, Japan, Malaysia, Myanmar, Papua New Guinea, Philippines, Singapore, Solomon Islands, Sri Lanka, Taiwan, Thailand, Viet Nam.",NULL,"Indian Ocean, Pacific Ocean"
1857,Publish,06/01/2011 20:01,26/04/2011 16:02,Coral reef,EDGE,12,Anthozoa,Scleractinia,Faviidae,Moseleya latistellata,NULL,Giant Star Coral,NULL,VU,NULL,A monospecific species with large corallites.,NULL,NULL,NULL,N,N,"Australia, Cambodia, China, Indonesia, Malaysia, Papua New Guinea, Philippines, Singapore, Thailand, Viet Nam.",NULL,"China Sea, Indian Ocean, Pacific Ocean."
1850,Publish,06/01/2011 19:56,19/01/2011 11:46,Coral reef,Other,NULL,Anthozoa,Scleractinia,Mussidae,Blastomussa wellsi,NULL,Swollen Brain Coral,NULL,NT,NULL,A colourful coral that is popular in the aquarium trade,NULL,NULL,NULL,,N,"Australia, Cambodia, Djibouti, Egypt, Eritrea, Fiji, Indonesia, Israel, Japan, Jordan, Kiribati, Malaysia, Marshall Islands, Micronesia,  Nauru, New Caledonia, Palau, Papua New Guinea, Philippines, Saudi Arabia, Singapore, Solomon Islands, Sudan, Taiwan, Thailand, Tuvalu, Vanuatu, Viet Nam, Wallis and Futuna, Yemen.",NULL,"Red Sea, Indian Ocean, Pacific Ocean"
1855,Publish,06/01/2011 20:00,19/01/2011 11:50,Coral reef,Other,NULL,Anthozoa,Scleractinia,Mussidae,Micromussa amakusensis,NULL,Micromussa amakusensis,NULL,NT,NULL,An uncommon species of which little is known.,NULL,NULL,NULL,N,N,"Australia, China, Djibouti, Eritrea, Fiji, Indonesia, Japan, Kiribati, Madagascar, Malaysia, Marshall Islands, Micronesia, Nauru, New Caledonia, Northern Mariana Islands, Oman, Palau, Papua New Guinea, Philippines, Saudi Arabia, Singapore, Solomon Islands, Somalia, Taiwan, Thailand, Tuvalu, Vanuatu, Viet Nam, Wallis and Futuna, Yemen.",NULL,"Indian Ocean, Pacific Ocean, Red Sea and Gulf of Aden."
1840,Publish,30/12/2010 19:10,19/01/2011 11:49,Coral reef,EDGE,3,Anthozoa,Scleractinia,Fungiidae,Heliofungia actiniformis,NULL,Mushroom coral,NULL,VU,NULL,A free-living coral which is heavily harvested for the aquarium trade.,NULL,NULL,None,,Y,"Australia, India, Indonesia, Japan, Malaysia, New Caledonia, Palau, Papua New Guinea, Philippines, Singapore, Solomon Islands, Sri Lanka, Taiwan, China, Thailand, Vanuatu",NULL,"Indian Ocean, Pacific Ocean"
1863,Publish,06/01/2011 20:04,19/01/2011 11:55,Coral reef,Potential,NULL,Anthozoa,Scleractinia,Oculinidae,Simplastrea vesicularis,NULL,Simplastrea vesicularis,NULL,DD,NULL,An encrusting species with a small distribution range.,NULL,NULL,None,N,N,"Australia, Indonesia, Malaysia, Papua New Guinea, Philippines, Singapore, Thailand",NULL,"Indian Ocean, Pacific Ocean"
53,Publish,NULL,19/11/2010 11:57,Mammals,EDGE,50,Mammalia,Sirenia,Dugongidae,Dugong dugon,,Dugong,56.07711486,VU,5.43069761,Dugongs are more closely related to elephants than to marine mammals such as whales and dolphins.,Dugongs are more closely related to elephants than to marine mammals such as whales and dolphins. They have long been associated with myths and legends - the Ark of the Covenant was reputedly protected by dugong hide. Sightings dugongs by lonely sailors are believed to have led to the legend of the mermaids.,Sea Cow,Active,N,N,"Australia; Bahrain; Brunei Darussalam; Cambodia; China; Cocos (Keeling) Islands; Comoros; Djibouti; Egypt; Eritrea; India (Andaman Is., Laccadive Is., Nicobar Is.); Indonesia; Japan (Nansei-shoto); Jordan; Kenya; Madagascar; Malaysia; Mayotte; Mozambique;",Costa Rica,"Indian Ocean-eastern
Indian Ocean-western
Pacific-northwest
Pacific-western central"
1836,Publish,30/12/2010 19:09,19/01/2011 11:46,Coral reef,EDGE,1,Anthozoa,Scleractinia,Siderastreidae,Anomastraea irregularis,NULL,Crisp Pillow Coral,NULL,VU,NULL,A monospecific encrusting or submassive coral found in the western Indian Ocean.,An encrusting or submassive coral found in the western Indian Ocean belonging to the Siderastreidae family. It is the only species within its genus and is particularly susceptible to the threat posed by the crown-of thorn starfish.,NULL,None,N,Y,"Bahrain, Comoros, Djibouti, India, Iran, Iraq, Kenya, Kuwait, Madagascar, Maldives, Mauritius, Mayotte, Oman, Pakistan, Qatar, La Réunion, Saudi Arabia, Seychelles, Somalia, South Africa, Tanzania, United Arab Emirates, Yeman.",NULL,Indian Ocean
1212,Publish,NULL,NULL,Amphibians,EDGE,666=,Amphibia,Anura,Dicroglossidae,Occidozyga borealis,,Northern frog,15.18175864,VU,4.170178959,,,,,,,"Bangladesh 
Bhutan 
India",,
12,Publish,NULL,13/04/2012 11:27,Mammals,EDGE,17,Mammalia,Proboscidea,Elephantidae,Elephas maximus,,Asian Elephant,39.76418423,EN,5.7872454,"Asia's largest mammal, this 'keystone' species plays a vital role in maintaining its forest ecosystem. ",,Indian Elephant,Active,N,N,"Bangladesh; Bhutan; Cambodia; China; India; Indonesia (Kalimantan, Sumatera); Lao People's Democratic Republic; Malaysia (Peninsular Malaysia, Sabah); Myanmar; Nepal; Sri Lanka; Thailand; Viet Nam",Armenia,
1411,Publish,30/09/2010 02:27,12/01/2012 10:00,Mammals,EDGE,91,Mammalia,Pholidota,Manidae,Manis pentadactyla,,Chinese Pangolin,20.35572093,EN,5.1407612,<p>Pangolin in Cantonese is &ldquo;Chun-shua-cap&rdquo; which means &ldquo;scaly hill-borer&rdquo;. This refers to the Chinese legend that pangolins travel all around the world underground</p>,"In Chinese legend pangolins are said to travel all around the world underground, and in the Cantonese language the name for pangolins translates to “the animal that digs through the mountain,” or “Chun-shua-cap,” which translates to “scaly hill-borer.”",,Limited,N,N,"Bangladesh; Bhutan; China; Hong Kong; India; Lao People's Democratic Republic; Myanmar; Nepal; Taiwan, Province of China; Thailand; Viet Nam",,
65,Publish,NULL,16/11/2010 16:04,Mammals,EDGE,60,Mammalia,Cetacea,Platanistidae,Platanista gangetica,,South Asian River Dolphin,26.19122582,EN,5.38233588,"This river dolphin can detect light, but its eyes lack lenses, leaving it unable to resolve images.","This river dolphin can detect light, but its eyes lack lenses, leaving it unable to resolve images.","South Asian River Dolphin, Blind River Dolphin, Ganges Dolphin, Ganges Susu, Indus River Dolphin",Limited,N,Y,Bangladesh; India; Nepal; Pakistan,Egypt,"Brahmaputra River
Ganges River
Karnaphuli-Sangu River
Megna River"
1374,Publish,23/02/2010 16:04,23/02/2010 16:04,Amphibians,Other,939,Amphibia,Anura,Alytidae,Alytes obstetricans,"Bufo obstetricans, Bombinator obstetricans, Rana obstetricans, Obstetricans vulgaris, Alytes obstetricans de l’Islei, Alytes obstetricans obstetricans, Alytes obstetricans boscai, Alytes campanisonus boscai, Alytes obstetricans almogavarii, Alytes obstetricans pertinax",Common midwife toad,79.86363786,LC,4.392764253,Males protect their partner’s eggs from predation and dessication.,,,,N,N,"Belgium, France, Germany, Luxembourg, The Netherlands, Portugal, Spain, Switzerland",,
952,Publish,NULL,NULL,Amphibians,EDGE,407,Amphibia,Anura,Hylidae,Bromeliohyla bromeliacia,,Bromeliad treefrog,12.98807989,EN,4.717647072,,,,,,,"Belize 
Guatemala 
Honduras 
Mexico",,
737,Publish,NULL,NULL,Amphibians,EDGE,192,Amphibia,Anura,Hylidae,Agalychnis moreletii,,Morelet's treefrog,11.05722562,CR,5.262252839,,,,,,,"Belize
El Salvador
Guatemala
Honduras
Mexico",,
34,Publish,NULL,12/11/2010 15:33,Mammals,EDGE,39,Mammalia,Perissodactyla,Tapiridae,Tapirus bairdii,,Baird's Tapir,30.00565773,EN,5.51361124,This long-nosed primitive mammal resembles the ancestors of rhinos and horses.,,Central American Tapir,Active,N,N,"Belize; Colombia; Costa Rica; Guatemala; Honduras; Mexico; Nicaragua; Panama
",Bulgaria,
1861,Publish,06/01/2011 20:03,19/01/2011 11:54,Coral reef,Potential,NULL,Anthozoa,Scleractinia,Oculinidae,Schizoculina africana,NULL,Schizoculina africana,NULL,DD,NULL,An encrusting or branching species native to West Africa.,NULL,NULL,None,N,N,"Benin, Cameroon, Cape Verde, Côte d'Ivoire, Equatorial Guinea, Gabon, Gambia, Ghana, Guinea, Guinea-Bissau, Liberia, Mauritania, Nigeria, Sao Tomé and Principe, Senegal, Sierra Leone, Togo.",NULL,Atlantic Ocean
1862,Publish,06/01/2011 20:03,19/01/2011 11:54,Coral reef,Potential,NULL,Anthozoa,Scleractinia,Oculinidae,Schizoculina fissipara,NULL,Schizoculina fissipara,NULL,DD,NULL,Uncommon species native to West Africa.,NULL,NULL,None,N,N,"Benin, Cameroon, Cape Verde, Côte d'Ivoire, Equatorial Guinea, Gabon, Gambia, Ghana, Guinea, Guinea-Bissau, Liberia, Mauritania, Nigeria, Sao Tomé and Principe, Senegal, Sierra Leone, Togo.",NULL,Atlantic Ocean
19,Publish,NULL,13/04/2012 11:34,Mammals,EDGE,108,Mammalia,Carnivora,Ailuridae,Ailurus fulgens,,Red Panda,38.74083135,VU,5.06867352,The scientific name of this rare and beautiful species literally means &rsquo;fire-coloured cat&lsquo;.,,"Lesser Panda, Red Cat-bear, Tolai Hare",Active,N,N,Bhutan; China; India; Lao People's Democratic Republic; Myanmar; Nepal,Bangladesh,
584,Publish,NULL,NULL,Amphibians,EDGE,39,Amphibia,Anura,Hylidae,Hyloscirtus chlorosteus,,Parjacti Treefrog,20.90940431,CR,5.859504687,"This species has not been seen since the 1970s, when it was formally collected for the first time.",,,Limited,Y,N,Bolivia,,
314,Publish,NULL,19/11/2010 10:53,Mammals,EDGE,21,Mammalia,Rodentia,Abrocomidae,Abrocoma boliviensis,,Bolivian Chinchilla Rat,17.4621309,CR,5.68831038,This species&nbsp;was described in 1990 and is only known from two specimens.,This species  was described in 1990 and is only known from two specimens. It is one of nine rodent species known only occur in Bolivia.,Bolivian Chincilla Rat,None,N,N,Bolivia,,
722,Publish,NULL,NULL,Amphibians,EDGE,172=,Amphibia,Anura,Ceratophryidae,Telmatobius gigas,,"\gigas\"" water frog""",11.75853654,CR,5.318789303,,,,,,,Bolivia,,
746,Publish,NULL,NULL,Amphibians,EDGE,201,Amphibia,Anura,Brachycephalidae,Eleutherodactylus zongoensis,,"\zongoensis\"" robber frog""",10.85513967,CR,5.245350224,,,,,,,Bolivia,,
931,Publish,NULL,NULL,Amphibians,EDGE,386,Amphibia,Anura,Hylidae,Hyloscirtus charazani,,Charazani treefrog,14.50768821,EN,4.820777456,,,,,,,Bolivia ,,
1288,Publish,NULL,NULL,Amphibians,EDGE,743=,Amphibia,Anura,Brachycephalidae,Eleutherodactylus ashkapara,,"\ashkapara\"" robber frog""",12.15577132,VU,3.963154907,,,,,,,Bolivia ,,
993,Publish,NULL,NULL,Amphibians,EDGE,443=,Amphibia,Anura,Ceratophryidae,Telmatobius edaphonastes,,"\edaphonastes\"" water frog""",11.75853654,EN,4.625642122,,,,,,,Bolivia ,,
1004,Publish,NULL,NULL,Amphibians,EDGE,443=,Amphibia,Anura,Ceratophryidae,Telmatobius sibiricus,,"\sibiricus\"" water frog""",11.75853654,EN,4.625642122,,,,,,,Bolivia ,,
1306,Publish,NULL,NULL,Amphibians,EDGE,756=,Amphibia,Anura,Ceratophryidae,Telmatobius huayra,,"\huayra\"" water frog""",11.75853654,VU,3.932494941,,,,,,,Bolivia ,,
1309,Publish,NULL,NULL,Amphibians,EDGE,756=,Amphibia,Anura,Ceratophryidae,Telmatobius verrucosus,,Chaco water frog,11.75853654,VU,3.932494941,,,,,,,Bolivia ,,
1310,Publish,NULL,NULL,Amphibians,EDGE,756=,Amphibia,Anura,Ceratophryidae,Telmatobius yuracare,,Sehuencas water frog,11.75853654,VU,3.932494941,,,,,,,Bolivia ,,
1307,Publish,NULL,NULL,Amphibians,EDGE,756=,Amphibia,Anura,Ceratophryidae,Telmatobius marmoratus,,Marbled water frog,11.75853654,VU,3.932494941,,,,,,,"Bolivia 
Chile 
Peru",,
721,Publish,NULL,NULL,Amphibians,EDGE,172=,Amphibia,Anura,Ceratophryidae,Telmatobius culeus,,Lake Titicaca water frog or saggy-skinned frog,11.75853654,CR,5.318789303,,,,,,,"Bolivia
Peru",,
563,Publish,NULL,NULL,Amphibians,EDGE,18,Amphibia,Caudata,Proteidae,Proteus anguinus,"Siren anguina, Protaeus anguinus, Hypochthon Laurentii, Proteus anguinus, Caledon anguinus, Phanerobranchus platyrhynchus, Apneumona anguina, Hypochthon anguinus, Hemitriton (Hypochthon) laurentii, Hemitriton (Proteus) anguineus, Hypochthon anguinus, Hypo",Olm,150.0677367,VU,6.404022685,"Europe&lsquo;s only cave-adapted vertebrate, the olm can survive for 10 years without food.","Europe&lsquo;s only cave-adapted vertebrate, the olm can survive for 10 years without food.",European blind cave salamander; Cave salamander; Common proteus; Proteus; Human fish; White salamander; White olm; Arne hodali?; Grottenolm; Hulepadde; Koopaolm; Proteo; Protée anguillard; Hulesalamander; Odmieniec jaskiniowy; Olmi; ?loveška ribica (Slovenian); ?ovje?ja ribica (Croatian).,Limited,N,Y,"Bosnia & Herzegovina
Croatia
Serbia & Montenegro
Slovenia",,
63,Publish,NULL,25/05/2012 15:11,Mammals,EDGE,61,Mammalia,Pilosa,Bradypodidae,Bradypus torquatus,,Maned Three-toed Sloth,25.33866497,EN,5.35047955,The green algae that live in the fur of sloths provide them with excellent camouflage.,,"Maned Sloth, ",Limited,N,N,Brazil,East Timor,
1858,Publish,06/01/2011 20:01,19/01/2011 11:54,Coral reef,Potential,NULL,Anthozoa,Scleractinia,Mussidae,Mussismilia braziliensis,NULL,Mussismilia braziliensis,NULL,DD,NULL,An important reef-building species that is endemic to Brazil.,NULL,NULL,None,N,N,Brazil,NULL,Atlantic Ocean
690,Publish,NULL,NULL,Amphibians,EDGE,145,Amphibia,Anura,Microhylidae,Dasypops schirchi,,Rio Mutum frog,55.8361743,VU,5.426467356,,,,,,,Brazil,,
831,Publish,NULL,NULL,Amphibians,EDGE,286,Amphibia,Anura,Microhylidae,Chiasmocleis carvalhoi,,Central humming frog,17.90392392,EN,5.018811057,,,,,,,Brazil,,
657,Publish,NULL,NULL,Amphibians,EDGE,112,Amphibia,Anura,Cycloramphidae,Odontophrynus moratoi,,Botucatu Escuerzo,14.97320106,CR,5.543501107,,,,,,,Brazil,,
1412,Publish,30/09/2010 02:27,14/10/2011 12:40,Mammals,EDGE,68,Mammalia,Rodentia,Caviidae,Cavia intermedia,,Santa Catarina’s Guinea Pig,11.25459124,CR,5.27848938,"This guinea pig may have the smallest distribution of any mammal. Endemic to a 10-ha island, the species is very vulnerable to extinction.","Cavia intermedia may be the mammal with the smallest geographical distribution in the world. Endemic to a 10-ha island, this species is very vulnerable to extinction.","insular cavy, Brazilian Moleques do Sul island form, intermediate Cavy",None,N,N,Brazil,,
749,Publish,NULL,NULL,Amphibians,EDGE,204,Amphibia,Anura,Hylidae,Phyllomedusa ayeaye,,Reticulate leaf frog,10.76969919,CR,5.238117086,,,,,,,Brazil,,
753,Publish,NULL,NULL,Amphibians,EDGE,208,Amphibia,Anura,Hylidae,Bokermannohyla izecksohni,,Izecksohn's treefrog,10.6463142,CR,5.227578475,,,,,,,Brazil,,
1418,Publish,30/09/2010 02:27,23/11/2010 14:38,Mammals,EDGE,82,Mammalia,Primates,Pitheciidae,Callicebus barbarabrownae,Callicebus personatus ssp. barbarabrownae,Blond Titi Monkey,9.86937853,CR,5.15853825,Titi monkeys are unusual in that they form monogamous pairs that mate for life. Emotional links are strong and individuals become highly stressed when separated.,Titi monkeys are unusual in that they form monogamous pairs that mate for life. Emotional links are strong and individuals become highly stressed when separated.,"Blond Titi, Northern Bahian Blond Titi, Northern Bahian Blond Titi Monkey",None,N,N,Brazil,,
177,Publish,NULL,NULL,Mammals,Other,191,Mammalia,Primates,Cebidae,Brachyteles arachnoids,,Woolly spider monkey,14.05749137,EN,4.791317175,,,,,,,Brazil ,Reunion,
